Naam,ID,Clustering,Rank (Betweenness centr.),Rank (Eigenvector centr.),Fonds en functies
"Haas, Johannes Jacobus Stephanus",P132027,1.0,206,652,IKEA (60933) - Bestuurder
"Zeverijn, Willem Sako",P104875,0.215,13,166,Lanschot (10036) - Bestuursvoorzitter<br />Robeco (51180) - Lid Raad van Toezicht<br />Lanschot (10036) - Bestuurder<br />Tandartsen   (2) - Bestuurder<br />Notariaat (13358) - Lid Raad van Toezicht<br />Xerox (60793) - Bestuursvoorzitter
"Peters, Wilhelm Hendrikus Leonardus Maria",P101319,1.0,206,705,Atos Origin (60561) - Bestuurder
"Muffels, Justus Johannes Maria",P108793,1.0,206,593,Protector (1491) - Bestuurder
"Broecks, Bert",P108452,1.0,NA,NA,Abbott (60872) - Bestuurder
"Griffioen, Jelle",P131222,1.0,206,268,Levensmiddelen Groothandel (34561) - Bestuurder
"Telling, Jacob Gijsbert",P130593,1.0,206,843,Heijmans (50555) - Bestuurder
"Beenen, Jelle",P107800,1.0,206,783,Mercer (6102) - Bestuurder
"Mannee, Maarten Roelof",P114991,1.0,206,1208,Roba (4257) - Bestuurder
"Leyendekker, Ruwardus Adrianus Leonardus",P130606,1.0,206,504,Media PNO  (1626) - Bestuurder
"Hylkema, Hijlke Johan Augustinus Hubertus",P115315,0.407,122,127,Rijn- en Binnenvaart (20117) - Bestuurder<br />Koopvaardij (11322) - Bestuursvoorzitter<br />Zeevisserij (36945) - Bestuurder
"Daams-van Geijn, Wilhelmina Constantia Maria",P100924,1.0,206,89,Slagersbedrijf (10561) - Bestuurder
"Ridder, Robert Hendrik de",P107723,1.0,206,433,TrueBlue (60896) - Bestuurder
"Bottinga, Sjoerd-Friso Tom",P129219,0.532,174,294,Reisbranche (60709) - Lid Raad van Toezicht<br />Technische Groothandel Vroegpensioen (60788) - Lid Raad van Toezicht
"Westerborg - de Haan, Wilhelmina",P108932,1.0,206,509,ABN AMRO Bank (7113) - Bestuurder
"Reekers, Arnoldus Jacobus",P129767,1.0,NA,NA,Telegraaf (11492) - Bestuurder
"Passchier, Nicolaas Johannes",P127508,0.509,177,210,Co-op (7842) - Bestuurder<br />Banden- en Wielen (60374) - Bestuurder
"Boersma, Meike Ottilia",P130269,1.0,206,272,"Schilders-, Afwerkings- en Glaszetbedrijf (10549) - Lid Raad van Toezicht"
"Baljet, Willem Aaldert Hendrinus",P126878,1.0,206,884,Shell (SSPF) (4634) - Lid Raad van Toezicht
"Heuts, Wilhelmus Guillaume",P116355,1.0,206,339,Architectenbureaus (16534) - Bestuurder
"Bultsma, Arjen",P115870,1.0,NA,NA,Bisdommen (60263) - Bestuurder
"Verwoort, Giselle",P104379,1.0,206,478,SABIC (60891) - Bestuurder
"Schouten, Josephus Johannes Petrus",P119670,1.0,206,302,Metaal en Techniek (PMT) (10557) - Bestuurder
"Leeuw, Sietze de",P111381,1.0,206,833,Randstad (44057) - Bestuursvoorzitter
"Westhuis, Robert Mannes",P122506,1.0,206,151,Bloemen en Planten (60929) - Bestuurder
"Hendriks, Dirk",P119806,1.0,206,530,Nederlandsche Bank (7837) - Bestuurder
"Brouwer, Frederik Adrianus Johannes",P132431,1.0,NA,NA,CRH (6065) - Bestuurder
"Goemans, Alexander Hein",P130628,1.0,NA,NA,Ecolab (60845) - Bestuurder
"Boer, de",P117473,1.0,NA,NA,ERIKS  (4308) - Bestuursvoorzitter
